Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
2251680646195,Engineering,Male,21,Manager,05/30/2019 00:16:48.000000000,4,High School,2,8465.07,38,18,17,4,39,20,92,1,1.96,false
7016836480743,HR,Female,59,Engineer,04/14/2012 11:11:56.000000000,7,High School,4,4820.25,35,25,13,13,13,15,91,2,2.15,false
4911786754510,Legal,Female,49,Specialist,09/04/2021 16:17:18.000000000,8,Bachelor,1,4024.77,56,12,5,28,49,7,91,1,4.66,false
1532454672605,Finance,Female,55,Consultant,06/21/2022 01:02:54.000000000,3,Master,1,4658.48,53,8,15,19,11,18,57,1,1.45,false
8856270495211,Operations,Male,56,Analyst,12/06/2014 05:06:26.000000000,8,Master,2,1761.64,36,31,8,24,12,15,79,2,4.66,true
4883668376904,Customer Support,Male,45,Consultant,04/06/2016 21:57:34.000000000,3,Master,2,4015.49,34,22,17,18,76,19,12,0,0.97,true
6221297689642,IT,Male,60,Consultant,08/09/2021 08:12:50.000000000,6,Bachelor,5,2650.43,40,47,5,22,11,11,17,0,1.7,true
5666442858760,Engineering,Female,28,Engineer,06/20/2018 19:05:32.000000000,8,Master,5,5950.79,59,14,9,20,14,1,6,0,0.27,true
2067070465890,Marketing,Female,59,Developer,02/17/2003 14:45:08.000000000,4,Bachelor,5,546.67,32,7,4,17,66,14,38,2,0.47,false
8374439860038,HR,Male,56,Specialist,07/05/2008 20:13:38.000000000,10,Master,5,7436.56,26,19,7,19,19,13,58,2,2.9,true
3321694880463,Operations,Male,25,Manager,11/05/2001 21:25:24.000000000,3,Bachelor,2,6875.01,53,25,14,0,13,1,0,2,0.06,true
7179401468757,Marketing,Female,44,Analyst,01/28/2003 01:29:04.000000000,9,Master,4,5428.92,28,30,6,13,34,17,21,0,3.26,true
5755546160033,IT,Male,27,Technician,08/07/2014 16:03:10.000000000,4,High School,2,6245.93,50,2,17,12,83,11,91,0,0.08,true
1822869904269,Legal,Female,47,Manager,06/24/2002 05:09:06.000000000,8,Bachelor,1,7569.52,61,34,20,0,19,10,65,0,4.62,true
7716204763216,Sales,Female,26,Specialist,04/20/2012 06:30:31.000000000,4,High School,2,1282.09,33,33,20,16,1,20,26,1,3.62,true
44547591728,Sales,Male,36,Analyst,12/26/2010 00:12:41.000000000,2,PhD,4,51.37,27,40,18,21,69,1,81,0,0.39,false
674795518623,IT,Male,20,Analyst,06/20/2003 02:52:06.000000000,2,Master,3,2437.14,56,4,16,23,8,10,26,2,4.37,true
8483707791215,Sales,Agender,19,Technician,09/01/2020 01:43:26.000000000,7,Bachelor,5,529.61,29,47,0,15,9,7,58,2,2.34,false
8383890967900,Operations,Female,32,Developer,06/18/2008 16:28:40.000000000,2,Bachelor,1,6213.92,47,17,15,0,36,3,46,2,1.96,false
2847091411333,Marketing,Female,25,Developer,01/30/2009 01:44:25.000000000,10,PhD,2,4880.38,39,27,16,12,37,5,37,0,1.76,false
9295560094663,Sales,Male,50,Technician,02/28/2006 01:48:17.000000000,8,Master,4,2636.91,57,7,8,7,43,5,90,0,1.35,true
3438217179293,Customer Support,Female,23,Developer,02/22/2009 17:16:56.000000000,3,Bachelor,3,7295.25,64,33,16,7,7,12,24,1,3.62,false
636168948342,Customer Support,Female,51,Analyst,05/23/2005 17:32:00.000000000,3,High School,1,6332.15,55,15,20,13,6,7,0,2,4.35,false
3777284341441,Marketing,Male,60,Manager,01/07/2007 02:06:19.000000000,3,Bachelor,4,2444.33,47,44,3,20,86,4,71,1,2.57,true
9113415526457,Customer Support,Female,55,Technician,08/18/2000 14:38:23.000000000,10,High School,4,606.89,21,35,14,14,44,18,64,2,1.93,true
7129189524542,Finance,Female,20,Engineer,05/11/2022 22:12:39.000000000,8,Bachelor,1,7099.65,46,45,11,11,49,9,99,1,3.35,true
1858508969498,Legal,Male,54,Developer,11/30/2015 21:42:54.000000000,3,Master,1,4457.33,48,17,18,7,84,1,88,1,3.98,false
2629716420111,Finance,Male,33,Specialist,11/02/2021 04:03:37.000000000,4,PhD,2,1248.41,28,20,6,2,34,13,69,2,2.94,true
7383406081733,Customer Support,Male,50,Developer,01/13/2017 00:20:47.000000000,5,Master,5,8786.91,28,4,6,17,60,10,38,2,2.89,false
5799245859003,Marketing,Female,56,Specialist,10/04/2017 17:19:45.000000000,6,Bachelor,1,6601.18,41,27,16,2,71,9,52,1,2.75,true
1159607668047,IT,Male,19,Analyst,08/14/2022 22:52:56.000000000,6,PhD,4,8343.83,35,35,9,24,11,2,69,0,3.06,true
9454733073494,Marketing,Female,25,Developer,05/01/2009 15:40:27.000000000,4,Bachelor,5,7409.81,52,45,10,9,28,15,4,0,4.72,false
6886546377604,HR,Agender,22,Technician,01/08/2018 15:10:45.000000000,8,High School,5,4546.76,59,9,13,23,49,5,73,1,1.25,false
9141226469752,Legal,Male,59,Technician,03/01/2017 12:55:27.000000000,5,PhD,4,2580.43,47,4,14,31,11,7,44,1,4.1,true
5081894304501,Engineering,Genderfluid,21,Technician,11/22/2004 16:10:28.000000000,5,PhD,1,943.98,57,20,5,29,97,2,20,1,4.77,true
4917787304971,HR,Male,37,Technician,01/25/2009 05:49:30.000000000,9,High School,4,3494.35,64,15,12,24,19,12,18,2,0.29,false
9217751376481,Finance,Male,36,Technician,12/25/2018 01:10:07.000000000,8,Bachelor,5,6811.33,56,27,4,9,53,5,8,2,3.07,true
6809421938663,IT,Bigender,36,Analyst,06/06/2007 15:27:10.000000000,6,Master,1,4173.89,48,24,13,14,32,17,79,2,4.22,false
3555380232893,Marketing,Female,25,Analyst,06/09/2019 14:49:41.000000000,7,Master,5,4399.44,52,45,11,10,81,20,37,1,4.91,false
7878977271123,Customer Support,Female,37,Specialist,05/16/2014 03:49:24.000000000,9,Bachelor,5,4437.66,29,22,15,25,32,11,93,1,0.93,false
1948516809452,Engineering,Male,34,Engineer,12/29/2014 22:48:39.000000000,4,PhD,4,7218.13,27,25,9,4,100,19,22,0,2.58,false
7069370075111,Operations,Male,45,Analyst,03/27/2014 19:30:42.000000000,3,High School,3,8549.95,64,38,15,21,24,12,78,2,4.28,true
7326891842184,Sales,Female,32,Manager,08/22/2006 06:17:39.000000000,9,Master,4,5980.52,46,41,4,20,30,13,36,1,4.16,false
2548598363003,HR,Female,51,Analyst,07/12/2018 19:53:50.000000000,8,PhD,1,7691.71,53,14,2,3,74,18,98,1,1.64,false
2472875132348,Customer Support,Male,58,Manager,07/25/2003 11:50:52.000000000,3,PhD,3,4144.67,65,31,4,8,67,3,24,1,0.43,true
216717041313,Marketing,Male,46,Technician,08/15/2016 04:42:46.000000000,6,High School,2,2764.23,28,33,6,22,3,15,40,2,1.42,true
6066230866348,Finance,Female,24,Analyst,03/04/2021 20:46:29.000000000,10,PhD,2,4630.99,56,2,16,12,28,4,45,2,2.67,false
1471834166825,Legal,Male,58,Technician,02/19/2022 05:58:33.000000000,9,High School,2,1341.49,45,39,5,23,20,3,86,1,0.98,true
3787608994212,IT,Female,25,Analyst,04/06/2008 00:36:49.000000000,3,PhD,5,4799.76,40,13,14,18,20,17,71,2,4.91,false
9607259751247,Legal,Female,28,Specialist,05/11/2011 11:47:24.000000000,5,Master,5,5436.84,38,32,11,11,95,17,53,1,0.1,true
8359268985978,Legal,Female,51,Developer,05/23/2017 23:12:31.000000000,6,Master,3,31.95,60,9,3,16,69,13,44,1,4.19,false
4439862658956,IT,Male,29,Consultant,01/06/2018 23:55:42.000000000,2,High School,5,6163.34,52,0,11,21,71,9,61,0,0.82,true
878922812310,Engineering,Male,32,Technician,05/18/2010 13:36:07.000000000,6,PhD,2,6997.13,31,46,13,26,9,3,69,2,4.03,false
9548589372811,HR,Male,35,Technician,02/16/2008 05:29:25.000000000,6,PhD,3,2709.47,50,47,20,1,12,8,69,1,4.89,true
2573827118802,Finance,Female,32,Developer,02/25/2014 23:41:34.000000000,10,Master,4,1893.97,32,38,16,0,19,7,3,2,4.25,false
9693232411144,Customer Support,Female,34,Analyst,07/13/2017 16:33:05.000000000,10,Master,3,4355.24,41,33,17,13,27,13,11,1,2.25,false
1542685401647,Customer Support,Female,18,Manager,04/21/2002 11:01:28.000000000,9,Master,5,6751.99,25,29,8,5,50,19,42,2,1.98,true
